ID,Date,Time,Location,District,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20251062,2025-05-01,16:50,"Manjeri Bypass, Malappuram",Malappuram,11.111429,76.116414,South,Motorcycle,Windy,National Highway,Daylight,Major,Over-speeding,2,0,18,<26
20251063,2025-08-23,17:50,"Aluva Bypass, Ernakulam",Ernakulam,10.111585,76.357037,South,Lorry,Rainy,City Road,Daylight,Minor,Tire burst,3,0,29,26-40
20251064,2025-04-09,15:01,"NH-66, Kozhikode Bypass",Kozhikode,11.260938,75.778781,South,Bus,Cloudy,National Highway,Daylight,Major,Drunk driving,2,1,24,<26
20251065,2025-03-09,07:08,"Guruvayur Road, Thrissur",Thrissur,10.602946,76.050436,South,Motorcycle,Cloudy,Rural Road,Daylight,Minor,Road rage,0,0,35,26-40
20251066,2025-02-23,10:29,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.547181,76.877505,South,Truck,Clear,City Road,Daylight,Major,Poor road condition,6,0,48,41-60
20251067,2025-10-05,19:52,"NH-66, Edapally Junction, Kochi",Ernakulam,10.020246,76.317168,South,Bus,Cloudy,National Highway,Twilight,Fatal,Over-speeding,9,4,41,41-60
20251068,2025-02-25,22:30,"Thekkady Road, Idukki",Idukki,9.610863,77.162632,South,Car,Cloudy,City Road,Darkness (Unlit),Minor,Sleep deprivation,3,0,23,<26
20251069,2025-05-04,11:59,Kannur-Mananthavady Road,Kannur,11.858956,75.685044,South,Van,Heatwave,Residential Street,Daylight,Minor,Signal violation,0,0,45,41-60
20251070,2025-09-30,15:56,"Guruvayur Road, Thrissur",Thrissur,10.584519,76.03625,South,Truck,Rainy,State Highway,Daylight,Fatal,Poor road condition,5,4,31,26-40
20251071,2025-09-26,07:56,Kottayam-Kumily Road (NH-183),Kottayam,9.567525,76.899231,South,Motorcycle,Cloudy,Residential Street,Daylight,Major,Vehicle malfunction,1,0,25,<26
20251072,2025-10-27,17:44,"Aluva Bypass, Ernakulam",Ernakulam,10.106364,76.362142,South,Auto-rickshaw,Stormy,National Highway,Daylight,Major,Using phone while driving,3,0,36,26-40
20251073,2025-06-13,13:58,"Feroke Junction, Kozhikode",Kozhikode,11.173202,75.844307,South,Car,Rainy,City Road,Daylight,Minor,Bad lighting,1,0,49,41-60
20251074,2025-06-27,14:43,"Chalakudy Road, Thrissur",Thrissur,10.302756,76.329545,South,Motorcycle,Rainy,City Road,Daylight,Major,Pedestrian error,7,0,25,<26
20251075,2025-11-25,14:59,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.60843,76.081031,South,Auto-rickshaw,Rainy,Residential Street,Daylight,Major,Tailgating,7,1,52,41-60
20251076,2025-08-16,18:27,"NH-66, Kasaragod Bypass",Kasaragod,12.508421,74.976654,South,Motorcycle,Rainy,State Highway,Twilight,Minor,Over-speeding,3,0,32,26-40
20251077,2025-05-25,23:01,"NH-66, Edapally Junction, Kochi",Ernakulam,10.014719,76.304455,South,Tractor,Clear,National Highway,Darkness (Lit),Fatal,Drunk driving,5,3,20,<26
20251078,2025-09-29,14:50,"Feroke Junction, Kozhikode",Kozhikode,11.158301,75.842883,South,Scooter,Rainy,City Road,Daylight,Major,Lane changing without signal,6,0,21,<26
20251079,2025-05-16,12:24,"Kanhangad Road, Kasaragod",Kasaragod,12.367798,75.107402,South,Motorcycle,Clear,Rural Road,Daylight,Fatal,Distracted driving,4,5,35,26-40
20251080,2025-12-13,18:19,"MC Road, Kottayam",Kottayam,9.583502,76.513593,South,Motorcycle,Clear,National Highway,Twilight,Minor,Signal violation,1,0,30,26-40
20251081,2025-01-26,12:50,"Vytilla Junction, Kochi",Ernakulam,9.952033,76.303985,South,Motorcycle,Windy,State Highway,Daylight,Fatal,Distracted driving,1,1,29,26-40
20251082,2025-05-20,17:51,"Mavoor Road, Kozhikode",Kozhikode,11.255441,75.811947,South,Motorcycle,Clear,City Road,Daylight,Major,Poor road condition,2,0,27,26-40
20251083,2025-06-05,14:11,Palakkad-Coimbatore Highway (NH-544),Palakkad,10.77736,76.655978,South,Auto-rickshaw,Rainy,National Highway,Daylight,Major,Vehicle malfunction,6,0,22,<26
20251084,2025-04-27,07:35,"Vadakkanchery Road, Thrissur",Thrissur,10.527271,76.523003,South,Car,Heatwave,City Road,Daylight,Minor,Pedestrian error,2,0,34,26-40
20251085,2025-11-07,11:26,"Chalakudy Road, Thrissur",Thrissur,10.299934,76.325925,South,Bus,Rainy,Rural Road,Daylight,Major,Road rage,6,0,52,41-60
20251086,2025-09-04,14:06,"NH-66, Kuttippuram, Malappuram",Malappuram,10.863905,75.953225,South,Truck,Stormy,City Road,Daylight,Minor,Signal violation,0,0,29,26-40
20251087,2025-10-29,08:16,"Ranni Road, Pathanamthitta",Pathanamthitta,9.389862,76.783065,South,SUV,Stormy,City Road,Daylight,Minor,Using phone while driving,3,0,33,26-40
20251088,2025-04-03,17:49,"Karunagappally Road, Kollam",Kollam,9.048738,76.525829,South,Van,Heatwave,City Road,Daylight,Major,Drunk driving,6,0,28,26-40
20251089,2025-07-02,15:14,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.544873,76.917205,South,Auto-rickshaw,Rainy,State Highway,Daylight,Fatal,Bad lighting,1,4,36,26-40
20251090,2025-12-11,08:32,Kannur-Mananthavady Road,Kannur,11.870771,75.686627,South,Car,Cloudy,City Road,Daylight,Minor,Overloading,1,0,47,41-60
20251091,2025-01-01,21:38,"Manjeri Bypass, Malappuram",Malappuram,11.125306,76.115652,South,Motorcycle,Clear,State Highway,Darkness (Lit),Fatal,Wrong-side driving,2,2,18,<26
20251092,2025-06-22,12:28,"Paravur Road, Kollam",Kollam,8.801592,76.664313,South,Scooter,Windy,Rural Road,Daylight,Major,Drunk driving,4,0,34,26-40
20251093,2025-12-14,12:00,"Changanacherry Bypass, Kottayam",Kottayam,9.432234,76.553235,South,Bus,Clear,Rural Road,Daylight,Minor,Lane changing without signal,1,0,39,26-40
20251094,2025-07-30,09:34,"Kanhangad Road, Kasaragod",Kasaragod,12.360268,75.106841,South,Bus,Rainy,Residential Street,Daylight,Major,Vehicle malfunction,4,0,37,26-40
20251095,2025-03-22,15:53,"Tirur Road, Malappuram",Malappuram,10.901369,75.916376,South,Scooter,Clear,State Highway,Daylight,Fatal,Drunk driving,7,2,18,<26
20251096,2025-04-21,11:59,"Kattappana Road, Idukki",Idukki,9.743984,77.121019,South,Car,Clear,Residential Street,Daylight,Major,Animal crossing,4,0,18,<26
20251097,2025-01-06,17:20,"Kottarakkara Junction, Kollam",Kollam,9.005244,76.770029,South,Motorcycle,Clear,National Highway,Daylight,Minor,Over-speeding,2,0,22,<26
20251098,2025-02-18,12:26,"Thekkady Road, Idukki",Idukki,9.597242,77.149293,South,Car,Clear,City Road,Daylight,Minor,Brake failure,2,0,22,<26
20251099,2025-06-19,08:27,"Kottarakkara Junction, Kollam",Kollam,8.989557,76.772621,South,Motorcycle,Rainy,City Road,Daylight,Minor,Wrong-side driving,1,0,32,26-40
20251100,2025-10-29,05:38,"Ottappalam Bypass, Palakkad",Palakkad,10.767312,76.373807,South,Car,Clear,City Road,Twilight,Minor,Lane changing without signal,1,0,23,<26
20251101,2025-03-31,15:39,"Kattappana Road, Idukki",Idukki,9.750054,77.113927,South,Motorcycle,Cloudy,Rural Road,Daylight,Major,Vehicle malfunction,5,0,47,41-60
20251102,2025-11-11,14:08,"Perinthalmanna Road, Malappuram",Malappuram,10.973416,76.235965,South,Car,Rainy,Residential Street,Daylight,Fatal,Overloading,1,2,24,<26
20251103,2025-09-14,14:28,"NH-85, Munnar Road, Idukki",Idukki,9.986281,77.060534,South,Van,Rainy,Rural Road,Daylight,Major,Using phone while driving,1,0,77,60+
20251104,2025-07-10,09:04,"Kanhangad Road, Kasaragod",Kasaragod,12.364741,75.094649,South,Auto-rickshaw,Rainy,State Highway,Daylight,Major,Distracted driving,1,0,45,41-60
20251105,2025-08-26,11:23,"Ottappalam Bypass, Palakkad",Palakkad,10.763617,76.371189,South,Truck,Rainy,City Road,Daylight,Minor,Overloading,1,0,50,41-60
20251106,2025-12-10,19:30,"Kakkanad, Kochi",Ernakulam,10.024461,76.361363,South,Car,Clear,State Highway,Twilight,Minor,Over-speeding,0,0,22,<26
20251107,2025-11-18,09:38,"NH-66, Alappuzha Bypass",Alappuzha,9.488373,76.342429,South,Auto-rickshaw,Rainy,City Road,Daylight,Major,Tailgating,3,0,51,41-60
20251108,2025-10-30,16:01,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.617008,76.08899,South,Motorcycle,Rainy,Rural Road,Daylight,Minor,Poor road condition,2,0,26,26-40
20251109,2025-08-08,19:12,"Guruvayur Road, Thrissur",Thrissur,10.586745,76.056336,South,Auto-rickshaw,Rainy,Residential Street,Twilight,Minor,Lane changing without signal,3,0,28,26-40
20251110,2025-07-16,11:38,"NH-66, Kuttippuram, Malappuram",Malappuram,10.857856,75.938638,South,Motorcycle,Clear,City Road,Daylight,Fatal,Sleep deprivation,1,3,35,26-40
20251111,2025-10-13,14:46,"Karunagappally Road, Kollam",Kollam,9.042535,76.54543,South,SUV,Clear,Rural Road,Daylight,Major,Tailgating,5,0,33,26-40
20251112,2025-11-03,07:57,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.605138,76.089692,South,Auto-rickshaw,Windy,Rural Road,Daylight,Major,Road rage,7,0,48,41-60
20251113,2025-05-02,07:14,"NH-66, Kuttippuram, Malappuram",Malappuram,10.862526,75.932125,South,Car,Clear,Rural Road,Daylight,Minor,Tailgating,0,0,23,<26
20251114,2025-02-01,21:07,"Manjeri Bypass, Malappuram",Malappuram,11.127571,76.128086,South,Motorcycle,Clear,Rural Road,Darkness (Lit),Fatal,Road rage,9,1,25,<26
20251115,2025-07-18,16:28,"NH-66, Kundara, Kollam",Kollam,8.976518,76.68448,South,Bus,Rainy,City Road,Daylight,Minor,Signal violation,2,0,31,26-40
20251116,2025-06-19,13:57,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.604452,76.080161,South,Auto-rickshaw,Rainy,Rural Road,Daylight,Minor,Tire burst,0,0,50,41-60
20251117,2025-06-06,00:08,"Vadakkanchery Road, Thrissur",Thrissur,10.535709,76.504702,South,Motorcycle,Rainy,City Road,Darkness (Lit),Minor,Drunk driving,1,0,18,<26
20251118,2025-05-08,12:23,Kottayam-Kumily Road (NH-183),Kottayam,9.57464,76.903408,South,Car,Rainy,City Road,Daylight,Major,Drunk driving,6,0,41,41-60
20251119,2025-04-11,20:14,"Kozhinjampara Road, Palakkad",Palakkad,10.732152,76.843166,South,Bus,Heatwave,State Highway,Darkness (Unlit),Major,Tire burst,1,1,21,<26
20251120,2025-08-26,06:56,"Paravur Road, Kollam",Kollam,8.781047,76.673886,South,Bus,Stormy,Rural Road,Daylight,Minor,Lane changing without signal,1,0,41,41-60
20251121,2025-03-09,21:24,"Perumbavoor Road, Ernakulam",Ernakulam,10.098045,76.481091,South,Motorcycle,Cloudy,National Highway,Darkness (Lit),Fatal,Signal violation,4,1,31,26-40
20251122,2025-12-30,08:21,"Manjeri Bypass, Malappuram",Malappuram,11.112887,76.109543,South,Motorcycle,Cloudy,National Highway,Daylight,Fatal,Distracted driving,4,2,23,<26
20251123,2025-05-27,05:56,"NH-85, Munnar Road, Idukki",Idukki,9.997687,77.064351,South,Car,Rainy,National Highway,Twilight,Minor,Poor road condition,2,0,55,41-60
20251124,2025-02-14,07:17,"NH-66, Kannur Bypass",Kannur,11.885706,75.373721,South,Car,Foggy,State Highway,Daylight,Minor,Animal crossing,2,0,26,26-40
20251125,2025-01-30,16:53,"NH-66, Alappuzha Bypass",Alappuzha,9.498098,76.342883,South,Car,Clear,National Highway,Daylight,Minor,Over-speeding,3,0,31,26-40
20251126,2025-12-19,19:36,"Thekkady Road, Idukki",Idukki,9.594847,77.167014,South,Truck,Clear,City Road,Twilight,Minor,Overloading,1,0,29,26-40
20251127,2025-12-09,02:05,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.492026,76.93737,South,Bus,Clear,Rural Road,Darkness (Lit),Minor,Sleep deprivation,0,0,29,26-40
20251128,2025-06-03,23:43,"Vytilla Junction, Kochi",Ernakulam,9.958265,76.325586,South,Bus,Rainy,State Highway,Darkness (Lit),Major,Over-speeding,2,0,18,<26
20251129,2025-09-25,11:50,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.550064,76.93175,South,Auto-rickshaw,Rainy,Rural Road,Daylight,Minor,Pedestrian error,0,0,29,26-40
20251130,2025-01-14,18:17,"Vadakkanchery Road, Thrissur",Thrissur,10.51807,76.521832,South,Motorcycle,Rainy,City Road,Twilight,Minor,Brake failure,0,0,29,26-40
20251131,2025-09-28,12:23,"Kattappana Road, Idukki",Idukki,9.745299,77.10715,South,Motorcycle,Cloudy,City Road,Daylight,Major,Poor road condition,3,0,29,26-40
20251132,2025-08-24,16:58,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.611782,76.079418,South,Truck,Rainy,Residential Street,Daylight,Minor,Lane changing without signal,3,0,23,<26
20251133,2025-12-10,21:18,"Perumbavoor Road, Ernakulam",Ernakulam,10.110603,76.473379,South,Car,Foggy,National Highway,Darkness (Lit),Minor,Tailgating,1,0,40,26-40
20251134,2025-04-03,02:58,"Thalassery Road, Kannur",Kannur,11.743588,75.504118,South,Motorcycle,Clear,City Road,Darkness (Lit),Major,Sleep deprivation,7,1,20,<26
20251135,2025-08-06,09:55,"Kakkanad, Kochi",Ernakulam,10.013044,76.354635,South,Auto-rickshaw,Rainy,Residential Street,Daylight,Minor,Brake failure,1,0,22,<26
20251136,2025-07-04,18:39,"Vythiri Ghat Road, Wayanad",Wayanad,11.522608,76.047276,South,Car,Rainy,City Road,Twilight,Major,Road rage,1,0,31,26-40
20251137,2025-03-04,07:34,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.536459,76.948954,South,Bicycle,Clear,City Road,Daylight,Minor,Distracted driving,1,0,20,<26
20251138,2025-04-11,17:55,"Thalassery Road, Kannur",Kannur,11.754362,75.489308,South,SUV,Heatwave,City Road,Daylight,Minor,Sleep deprivation,1,0,32,26-40
20251139,2025-04-11,18:46,"Manjeri Bypass, Malappuram",Malappuram,11.129469,76.123378,South,Truck,Heatwave,City Road,Twilight,Minor,Signal violation,3,0,31,26-40
20251140,2025-07-17,05:35,"Ottappalam Bypass, Palakkad",Palakkad,10.767478,76.377564,South,Tractor,Cloudy,National Highway,Twilight,Minor,Tire burst,3,0,42,41-60
20251141,2025-10-10,16:56,"Paravur Road, Kollam",Kollam,8.785486,76.657076,South,Car,Rainy,State Highway,Daylight,Major,Pedestrian error,2,0,56,41-60
20251142,2025-10-17,20:20,"Marine Drive, Kochi",Ernakulam,9.979257,76.273246,South,Car,Clear,City Road,Darkness (Lit),Major,Tailgating,1,0,33,26-40
20251143,2025-04-05,19:31,"NH-66, Kozhikode Bypass",Kozhikode,11.253805,75.784562,South,Bicycle,Heatwave,City Road,Twilight,Minor,Wrong-side driving,1,0,32,26-40
20251144,2025-05-23,19:03,"NH-66, Kasaragod Bypass",Kasaragod,12.499113,74.989089,South,Car,Rainy,Rural Road,Twilight,Minor,Signal violation,2,0,20,<26
20251145,2025-10-20,16:32,"Feroke Junction, Kozhikode",Kozhikode,11.17607,75.849703,South,Car,Rainy,City Road,Daylight,Minor,Tire burst,2,0,42,41-60
20251146,2025-06-19,17:44,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.697137,76.815723,South,Scooter,Cloudy,City Road,Daylight,Minor,Overloading,2,0,29,26-40
20251147,2025-10-04,16:16,Kottayam-Kumily Road (NH-183),Kottayam,9.561172,76.8943,South,Auto-rickshaw,Clear,National Highway,Daylight,Fatal,Over-speeding,3,2,44,41-60
20251148,2025-02-25,22:40,"NH-66, Kannur Bypass",Kannur,11.868249,75.371141,South,Scooter,Foggy,State Highway,Darkness (Lit),Minor,Over-speeding,2,0,23,<26
20251149,2025-09-21,09:14,"NH-66, Kasaragod Bypass",Kasaragod,12.489543,74.983139,South,Motorcycle,Rainy,National Highway,Daylight,Major,Tailgating,2,0,24,<26
20251150,2025-03-11,07:16,"Kozhinjampara Road, Palakkad",Palakkad,10.726602,76.849648,South,Truck,Heatwave,State Highway,Daylight,Major,Wrong-side driving,6,0,35,26-40
20251151,2025-11-22,16:23,"Perinthalmanna Road, Malappuram",Malappuram,10.975136,76.228989,South,Tractor,Cloudy,Rural Road,Daylight,Minor,Signal violation,0,0,30,26-40
20251152,2025-07-22,09:15,"Paravur Road, Kollam",Kollam,8.796467,76.667251,South,Motorcycle,Rainy,City Road,Daylight,Minor,Signal violation,3,0,28,26-40
20251153,2025-11-07,02:16,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.552089,76.870237,South,SUV,Rainy,City Road,Darkness (Unlit),Minor,Animal crossing,0,0,42,41-60
20251154,2025-01-09,16:14,"Paravur Road, Kollam",Kollam,8.796444,76.664316,South,Scooter,Rainy,City Road,Daylight,Fatal,Drunk driving,6,1,36,26-40
20251155,2025-09-01,11:36,"Paravur Road, Kollam",Kollam,8.793104,76.669403,South,Bus,Rainy,Residential Street,Daylight,Major,Wrong-side driving,1,0,31,26-40
20251156,2025-02-19,13:41,"Manjeri Bypass, Malappuram",Malappuram,11.127992,76.123319,South,Motorcycle,Cloudy,State Highway,Daylight,Major,Over-speeding,4,0,29,26-40
20251157,2025-06-01,10:43,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.480391,76.932476,South,SUV,Rainy,State Highway,Daylight,Minor,Poor road condition,3,0,41,41-60
20251158,2025-07-11,15:32,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.613485,76.080128,South,Truck,Rainy,National Highway,Daylight,Major,Vehicle malfunction,6,0,39,26-40
20251159,2025-12-16,17:54,"Tirur Road, Malappuram",Malappuram,10.901293,75.910185,South,Auto-rickshaw,Cloudy,City Road,Daylight,Fatal,Road rage,3,3,52,41-60
20251160,2025-08-15,14:02,"NH-544, Thrissur Bypass",Thrissur,10.516128,76.217198,South,Bus,Rainy,National Highway,Daylight,Major,Over-speeding,3,0,50,41-60
20251161,2025-05-27,16:28,"Vythiri Ghat Road, Wayanad",Wayanad,11.51905,76.059728,South,Car,Heatwave,State Highway,Daylight,Major,Road rage,1,0,34,26-40
20251162,2025-03-14,07:53,"Kottarakkara Junction, Kollam",Kollam,9.009106,76.783905,South,Truck,Clear,State Highway,Daylight,Major,Over-speeding,3,0,46,41-60
20251163,2025-06-10,16:52,"Perumbavoor Road, Ernakulam",Ernakulam,10.115893,76.47544,South,Lorry,Rainy,Residential Street,Daylight,Minor,Over-speeding,0,0,21,<26
20251164,2025-05-24,16:43,"Perinthalmanna Road, Malappuram",Malappuram,10.972875,76.228552,South,Motorcycle,Clear,State Highway,Daylight,Minor,Overloading,0,0,42,41-60
20251165,2025-07-24,12:41,"Kuttanad Road, Alappuzha",Alappuzha,9.40524,76.432892,South,Bus,Cloudy,State Highway,Daylight,Major,Distracted driving,1,0,18,<26
20251166,2025-11-27,07:02,"Thalassery Road, Kannur",Kannur,11.740453,75.481983,South,Truck,Rainy,City Road,Daylight,Minor,Sleep deprivation,0,0,37,26-40
20251167,2025-03-27,17:19,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.542669,76.918442,South,Auto-rickshaw,Clear,City Road,Daylight,Minor,Road rage,3,0,35,26-40
20251168,2025-05-24,07:39,"Vadakkanchery Road, Thrissur",Thrissur,10.53103,76.518851,South,Scooter,Clear,Residential Street,Daylight,Major,Wrong-side driving,5,0,25,<26
20251169,2025-03-19,14:08,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.216476,76.650843,South,Car,Stormy,State Highway,Daylight,Major,Wrong-side driving,2,0,48,41-60
20251170,2025-12-28,16:29,"NH-66, Kuttippuram, Malappuram",Malappuram,10.856714,75.941011,South,Truck,Cloudy,National Highway,Daylight,Minor,Using phone while driving,1,0,37,26-40
20251171,2025-05-25,07:54,"Thalassery Road, Kannur",Kannur,11.754552,75.492093,South,Car,Heatwave,Residential Street,Daylight,Major,Poor road condition,1,0,67,60+
20251172,2025-03-31,09:10,"NH-544, Thrissur Bypass",Thrissur,10.530511,76.225975,South,Scooter,Cloudy,National Highway,Daylight,Minor,Wrong-side driving,2,0,18,<26
20251173,2025-09-03,16:31,"Thekkady Road, Idukki",Idukki,9.607214,77.170193,South,Bus,Rainy,Residential Street,Daylight,Major,Sleep deprivation,1,0,40,26-40
20251174,2025-07-26,20:46,"Perumbavoor Road, Ernakulam",Ernakulam,10.11432,76.473343,South,Motorcycle,Rainy,Residential Street,Darkness (Unlit),Minor,Using phone while driving,2,0,24,<26
20251175,2025-06-10,08:49,"Vadakkanchery Road, Thrissur",Thrissur,10.538773,76.509929,South,SUV,Rainy,Rural Road,Daylight,Minor,Bad lighting,2,0,64,60+
20251176,2025-03-30,18:52,"Kakkanad, Kochi",Ernakulam,10.020966,76.339333,South,Car,Windy,City Road,Twilight,Major,Signal violation,5,1,49,41-60
20251177,2025-06-21,16:20,"Vythiri Ghat Road, Wayanad",Wayanad,11.519067,76.03929,South,Auto-rickshaw,Rainy,National Highway,Daylight,Fatal,Pedestrian error,4,5,36,26-40
20251178,2025-02-04,13:48,"Ranni Road, Pathanamthitta",Pathanamthitta,9.380306,76.788776,South,Car,Clear,Residential Street,Daylight,Major,Vehicle malfunction,4,0,22,<26
20251179,2025-08-08,19:15,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.53872,76.93045,South,Auto-rickshaw,Rainy,Rural Road,Twilight,Minor,Road rage,1,0,32,26-40
20251180,2025-08-25,12:04,"Paravur Road, Kollam",Kollam,8.783594,76.659293,South,Bus,Rainy,National Highway,Daylight,Minor,Distracted driving,2,0,39,26-40
20251181,2025-05-25,14:48,"Sultan Bathery Road, Wayanad",Wayanad,11.650271,76.270529,South,Car,Clear,Rural Road,Daylight,Major,Tire burst,7,0,18,<26
20251182,2025-03-18,20:03,"Perumbavoor Road, Ernakulam",Ernakulam,10.097823,76.486078,South,Scooter,Clear,Residential Street,Darkness (Lit),Minor,Poor road condition,2,0,24,<26
20251183,2025-02-21,07:15,"Sultan Bathery Road, Wayanad",Wayanad,11.652419,76.267781,South,Car,Clear,City Road,Daylight,Major,Signal violation,7,1,60,41-60
20251184,2025-06-06,07:25,Kannur-Mananthavady Road,Kannur,11.868782,75.686936,South,Auto-rickshaw,Rainy,Residential Street,Daylight,Minor,Signal violation,0,0,38,26-40
20251185,2025-03-07,17:27,"NH-66, Kannur Bypass",Kannur,11.868292,75.370518,South,Motorcycle,Clear,State Highway,Daylight,Major,Over-speeding,3,0,20,<26
20251186,2025-03-26,14:28,"Vythiri Ghat Road, Wayanad",Wayanad,11.53713,76.060383,South,Car,Clear,City Road,Daylight,Major,Road rage,2,0,18,<26
20251187,2025-11-29,18:53,"Kuttanad Road, Alappuzha",Alappuzha,9.409942,76.43181,South,Bus,Cloudy,Rural Road,Twilight,Fatal,Animal crossing,1,4,41,41-60
20251188,2025-07-09,20:30,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.683828,76.818508,South,Lorry,Rainy,City Road,Darkness (Unlit),Minor,Bad lighting,2,0,53,41-60
20251189,2025-06-04,20:09,"Kuttanad Road, Alappuzha",Alappuzha,9.408987,76.429631,South,Auto-rickshaw,Rainy,State Highway,Darkness (Lit),Fatal,Wrong-side driving,4,1,43,41-60
20251190,2025-12-12,08:56,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.548505,76.886316,South,Auto-rickshaw,Clear,National Highway,Daylight,Major,Over-speeding,1,0,53,41-60
20251191,2025-03-26,12:00,"Thalassery Road, Kannur",Kannur,11.759608,75.490496,South,Car,Clear,City Road,Daylight,Major,Distracted driving,6,0,35,26-40
20251192,2025-05-07,04:05,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.475894,76.945275,South,Truck,Clear,City Road,Darkness (Lit),Major,Signal violation,4,0,35,26-40
20251193,2025-09-09,17:00,"Ranni Road, Pathanamthitta",Pathanamthitta,9.389363,76.77098,South,Motorcycle,Rainy,City Road,Daylight,Minor,Pedestrian error,3,0,23,<26
20251194,2025-10-16,16:14,"Kozhinjampara Road, Palakkad",Palakkad,10.731182,76.840813,South,Scooter,Stormy,Rural Road,Daylight,Minor,Signal violation,2,0,29,26-40
20251195,2025-05-11,17:48,"Thekkady Road, Idukki",Idukki,9.597759,77.154577,South,Auto-rickshaw,Clear,Residential Street,Daylight,Major,Brake failure,6,0,59,41-60
20251196,2025-04-13,18:48,"NH-66, Kundara, Kollam",Kollam,8.995001,76.686666,South,Car,Stormy,State Highway,Twilight,Major,Distracted driving,4,0,38,26-40
20251197,2025-08-02,18:00,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.566115,76.869595,South,Truck,Rainy,National Highway,Twilight,Minor,Over-speeding,1,0,28,26-40
20251198,2025-12-15,13:00,"MC Road, Kottayam",Kottayam,9.582304,76.528255,South,Scooter,Clear,Residential Street,Daylight,Minor,Tire burst,1,0,38,26-40
20251199,2025-03-11,08:24,"Vythiri Ghat Road, Wayanad",Wayanad,11.538575,76.060942,South,Motorcycle,Clear,City Road,Daylight,Minor,Tailgating,1,0,26,26-40
20251200,2025-08-10,17:16,"Vadakkanchery Road, Thrissur",Thrissur,10.530565,76.51539,South,Auto-rickshaw,Rainy,National Highway,Daylight,Minor,Distracted driving,1,0,18,<26
20251201,2025-05-15,00:14,"Kanhangad Road, Kasaragod",Kasaragod,12.346019,75.101019,South,Car,Heatwave,National Highway,Darkness (Unlit),Fatal,Overloading,3,5,47,41-60
20251202,2025-03-11,07:11,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.520908,76.951611,South,Auto-rickshaw,Clear,National Highway,Daylight,Minor,Over-speeding,0,0,35,26-40
20251203,2025-05-09,16:22,"Kozhinjampara Road, Palakkad",Palakkad,10.734641,76.843144,South,Car,Heatwave,State Highway,Daylight,Minor,Drunk driving,2,0,29,26-40
20251204,2025-08-06,13:25,"Kottarakkara Junction, Kollam",Kollam,8.996854,76.782705,South,Truck,Rainy,National Highway,Daylight,Major,Over-speeding,3,0,26,26-40
20251205,2025-03-05,07:40,Kottayam-Kumily Road (NH-183),Kottayam,9.562775,76.892401,South,Motorcycle,Windy,City Road,Daylight,Minor,Overloading,1,0,30,26-40
20251206,2025-09-20,00:41,"Feroke Junction, Kozhikode",Kozhikode,11.166566,75.858848,South,Auto-rickshaw,Clear,National Highway,Darkness (Unlit),Major,Drunk driving,4,0,52,41-60
20251207,2025-06-03,21:19,"NH-66, Alappuzha Bypass",Alappuzha,9.502588,76.333144,South,Motorcycle,Rainy,National Highway,Darkness (Lit),Fatal,Lane changing without signal,1,4,24,<26
20251208,2025-08-15,07:56,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.529043,76.933315,South,Lorry,Cloudy,Residential Street,Daylight,Minor,Vehicle malfunction,0,0,18,<26
20251209,2025-04-10,17:39,"Mavoor Road, Kozhikode",Kozhikode,11.247672,75.822152,South,Car,Windy,State Highway,Daylight,Minor,Using phone while driving,3,0,43,41-60
20251210,2025-02-08,09:41,"Seaport-Airport Road, Kochi",Ernakulam,10.025563,76.346911,South,Auto-rickshaw,Clear,Residential Street,Daylight,Minor,Wrong-side driving,0,0,20,<26
20251211,2025-11-13,11:29,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.553034,76.93193,South,Auto-rickshaw,Clear,State Highway,Daylight,Major,Overloading,7,1,46,41-60
