ID,Date,Time,Location,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20252450,2025-10-08,15:40,"Bandra West, Mumbai",19.056992,72.834014,West,Car,Clear,National Highway,Daylight,Major,Wrong-side driving,5,0,66,60+
20252451,2025-02-02,19:52,"Race Course, Coimbatore",11.030355,76.946988,South,Auto-rickshaw,Clear,National Highway,Twilight,Fatal,Over-speeding,3,3,43,41-60
20252452,2025-01-18,00:20,"Palm Beach Road, Navi Mumbai",19.027708,73.028531,West,Motorcycle,Clear,National Highway,Darkness (Lit),Major,Drunk driving,3,0,18,<26
20252453,2025-07-04,19:57,"Chandni Chowk, Delhi",28.654914,77.238026,North,Car,Clear,State Highway,Twilight,Fatal,Overloading,10,5,40,26-40
20252454,2025-05-05,08:46,Rishikesh-Haridwar Highway,30.073133,78.276299,North,Car,Clear,Rural Road,Daylight,Minor,Tailgating,1,0,55,41-60
20252455,2025-02-25,17:17,"Gomti Nagar, Lucknow",26.87092,80.981653,North,Van,Cloudy,City Road,Daylight,Minor,Sleep deprivation,2,0,30,26-40
20252456,2025-04-11,16:40,"Raja Park, Jaipur",26.907879,75.833851,North,Auto-rickshaw,Clear,Rural Road,Daylight,Minor,Drunk driving,0,0,18,<26
20252457,2025-02-28,14:33,"Electronic City, Bangalore",12.831743,77.66851,South,Truck,Clear,City Road,Daylight,Major,Bad lighting,2,0,58,41-60
20252458,2025-10-18,13:55,"Fatehpur Sikri Road, Agra",27.080979,77.670952,North,Lorry,Clear,City Road,Daylight,Minor,Road rage,2,0,32,26-40
20252459,2025-07-05,14:28,"Varkala Road, Kerala",8.741589,76.727828,South,Van,Rainy,Rural Road,Daylight,Minor,Lane changing without signal,4,0,50,41-60
20252460,2025-09-10,18:09,"Mall Road, Shimla",31.099124,77.180836,North,Car,Rainy,State Highway,Twilight,Major,Over-speeding,3,0,53,41-60
20252461,2025-06-19,04:15,"Howrah Bridge Road, Kolkata",22.580192,88.338712,East,Auto-rickshaw,Rainy,Residential Street,Darkness (Lit),Minor,Tailgating,3,0,54,41-60
20252462,2025-09-30,08:34,"Race Course, Coimbatore",11.010777,76.962003,South,Auto-rickshaw,Rainy,City Road,Daylight,Major,Distracted driving,8,0,28,26-40
20252463,2025-02-06,16:52,"Hazratganj, Lucknow",26.853203,80.942901,North,Motorcycle,Clear,City Road,Daylight,Minor,Distracted driving,0,0,24,<26
20252464,2025-06-01,17:05,"Howrah Bridge Road, Kolkata",22.593811,88.3397,East,Car,Cloudy,National Highway,Daylight,Major,Drunk driving,5,0,35,26-40
20252465,2025-10-30,17:38,"S.G. Highway, Ahmedabad",23.035441,72.566976,West,Motorcycle,Clear,State Highway,Daylight,Minor,Over-speeding,3,0,29,26-40
20252466,2025-07-05,09:52,"Gateway Area, Mumbai",18.933615,72.843265,West,Scooter,Rainy,City Road,Daylight,Fatal,Animal crossing,1,1,28,26-40
20252467,2025-04-16,17:19,"Chandni Chowk, Delhi",28.653835,77.232993,North,Motorcycle,Cloudy,City Road,Daylight,Minor,Tire burst,3,0,18,<26
20252468,2025-09-26,14:53,"Boring Road, Patna",25.612352,85.101611,East,Auto-rickshaw,Stormy,Rural Road,Daylight,Minor,Wrong-side driving,4,0,24,<26
20252469,2025-03-20,14:16,"Hazratganj, Lucknow",26.84539,80.960529,North,Car,Clear,Residential Street,Daylight,Minor,Drunk driving,1,0,39,26-40
20252470,2025-04-06,09:38,"Mall Road, Shimla",31.097721,77.159629,North,Van,Clear,City Road,Daylight,Minor,Wrong-side driving,4,0,44,41-60
20252471,2025-04-22,17:35,"Raja Park, Jaipur",26.89089,75.833548,North,Bicycle,Clear,City Road,Daylight,Minor,Pedestrian error,3,0,59,41-60
20252472,2025-06-30,13:00,"Bandra West, Mumbai",19.073609,72.825829,West,Auto-rickshaw,Rainy,Residential Street,Daylight,Major,Distracted driving,3,0,18,<26
20252473,2025-11-27,15:07,"Golden Temple Road, Amritsar",31.62987,74.867876,North,Bicycle,Foggy,Residential Street,Daylight,Minor,Poor road condition,2,0,38,26-40
20252474,2025-05-14,16:13,"Bistupur, Jamshedpur",22.79578,86.213415,East,SUV,Cloudy,City Road,Daylight,Minor,Road rage,0,0,31,26-40
20252475,2025-07-25,13:25,"Marine Drive, Mumbai",18.955423,72.824492,West,Lorry,Clear,State Highway,Daylight,Major,Poor road condition,6,0,35,26-40
20252476,2025-10-15,07:33,"Hitech City, Hyderabad",17.437779,78.388106,South,Motorcycle,Clear,Residential Street,Daylight,Major,Poor road condition,7,0,18,<26
20252477,2025-08-28,15:05,"Boring Road, Patna",25.619714,85.100569,East,Bus,Rainy,State Highway,Daylight,Major,Drunk driving,2,0,28,26-40
20252478,2025-06-29,20:47,"Arera Colony, Bhopal",23.242395,77.440693,Central,Bus,Rainy,National Highway,Darkness (Lit),Fatal,Distracted driving,2,2,43,41-60
20252479,2025-07-29,09:44,"Indiranagar 100ft Road, Bangalore",12.966994,77.641096,South,Motorcycle,Rainy,City Road,Daylight,Minor,Sleep deprivation,4,0,29,26-40
20252480,2025-08-06,06:53,"Victoria Memorial Area, Kolkata",22.539058,88.342166,East,Lorry,Clear,State Highway,Daylight,Minor,Tailgating,0,0,58,41-60
20252481,2025-10-08,16:51,"Fatehpur Sikri Road, Agra",27.081475,77.682299,North,Bicycle,Clear,City Road,Daylight,Minor,Over-speeding,3,0,41,41-60
20252482,2025-01-15,03:04,"Banjara Hills, Hyderabad",17.403918,78.423188,South,Motorcycle,Windy,State Highway,Darkness (Lit),Major,Over-speeding,3,0,22,<26
20252483,2025-05-14,23:38,"MG Road, Bangalore",12.959211,77.60552,South,Bus,Clear,Rural Road,Darkness (Lit),Minor,Tailgating,0,0,31,26-40
20252484,2025-12-04,15:05,"Paltan Bazaar, Guwahati",26.196437,91.751436,East,Bus,Cloudy,City Road,Daylight,Minor,Brake failure,1,0,53,41-60
20252485,2025-07-18,14:02,"Golden Temple Road, Amritsar",31.625268,74.865045,North,Auto-rickshaw,Foggy,City Road,Daylight,Major,Road rage,3,0,26,26-40
20252486,2025-10-17,14:10,"Charminar Area, Hyderabad",17.373935,78.478313,South,Motorcycle,Clear,Rural Road,Daylight,Minor,Tire burst,3,0,25,<26
20252487,2025-11-13,09:49,"Race Course, Coimbatore",11.015807,76.944356,South,Truck,Clear,City Road,Daylight,Minor,Animal crossing,1,0,32,26-40
20252488,2025-07-31,00:37,"T. Nagar, Chennai",13.042039,80.231289,South,Bus,Rainy,City Road,Darkness (Lit),Major,Drunk driving,6,0,32,26-40
20252489,2025-08-31,09:22,"Civil Lines, Nagpur",21.142155,79.102247,Central,Van,Cloudy,Rural Road,Daylight,Minor,Lane changing without signal,1,0,50,41-60
20252490,2025-05-20,19:03,"Marine Drive, Kochi",9.97248,76.265211,South,Motorcycle,Clear,City Road,Twilight,Minor,Tire burst,2,0,25,<26
20252491,2025-06-21,15:41,"Palm Beach Road, Navi Mumbai",19.014217,73.021971,West,Auto-rickshaw,Rainy,Residential Street,Daylight,Major,Signal violation,4,0,29,26-40
20252492,2025-06-13,16:45,"Bibvewadi, Pune",18.467791,73.853806,West,Motorcycle,Rainy,National Highway,Daylight,Major,Distracted driving,5,0,28,26-40
20252493,2025-09-26,15:20,"Chandni Chowk, Delhi",28.66425,77.222761,North,Van,Rainy,Rural Road,Daylight,Major,Tire burst,1,0,36,26-40
20252494,2025-04-28,15:12,"Chenab Bridge Approach, J&K",33.15101,74.846047,North,Bus,Clear,City Road,Daylight,Minor,Pedestrian error,3,0,38,26-40
20252495,2025-06-05,21:33,"Marine Drive, Mumbai",18.949699,72.816501,West,Auto-rickshaw,Rainy,City Road,Darkness (Lit),Major,Tailgating,1,0,32,26-40
20252496,2025-12-28,09:01,"Mall Road, Shimla",31.092901,77.182465,North,Van,Foggy,City Road,Daylight,Minor,Using phone while driving,4,0,42,41-60
20252497,2025-08-10,09:57,"Varkala Road, Kerala",8.746036,76.715718,South,Truck,Rainy,Residential Street,Daylight,Minor,Brake failure,0,0,38,26-40
20252498,2025-03-11,19:12,"MVP Colony, Visakhapatnam",17.71578,83.322134,South,Motorcycle,Clear,National Highway,Twilight,Major,Brake failure,2,0,41,41-60
20252499,2025-02-15,02:40,"Race Course, Coimbatore",11.014886,76.955288,South,Bus,Clear,City Road,Darkness (Lit),Major,Lane changing without signal,8,0,32,26-40
20252500,2025-04-11,23:55,"Connaught Place, Delhi",28.629313,77.209608,North,Car,Clear,Rural Road,Darkness (Lit),Major,Sleep deprivation,6,0,31,26-40
20252501,2025-06-26,16:49,"Kothrud, Pune",18.512988,73.804997,West,Car,Rainy,City Road,Daylight,Minor,Bad lighting,3,0,38,26-40
20252502,2025-02-13,16:58,"Gomti Nagar, Lucknow",26.867953,81.00767,North,Scooter,Clear,State Highway,Daylight,Minor,Vehicle malfunction,1,0,23,<26
20252503,2025-10-19,08:12,"Race Course, Coimbatore",11.015652,76.951717,South,Truck,Clear,State Highway,Daylight,Major,Poor road condition,4,1,38,26-40
20252504,2025-09-14,14:21,"Gomti Nagar, Lucknow",26.866851,81.008776,North,Motorcycle,Clear,National Highway,Daylight,Major,Tailgating,6,0,34,26-40
20252505,2025-01-16,18:17,"Marine Drive, Mumbai",18.943679,72.837169,West,Bus,Cloudy,City Road,Twilight,Minor,Lane changing without signal,2,0,30,26-40
20252506,2025-01-06,09:33,"Victoria Memorial Area, Kolkata",22.540338,88.333992,East,Scooter,Clear,State Highway,Daylight,Minor,Poor road condition,2,0,25,<26
20252507,2025-11-14,08:11,"Civil Lines, Nagpur",21.132533,79.073497,Central,Car,Clear,Rural Road,Daylight,Major,Bad lighting,7,0,37,26-40
20252508,2025-02-12,14:47,"Sayajigunj, Vadodara",22.301969,73.184925,West,Auto-rickshaw,Stormy,Residential Street,Daylight,Minor,Drunk driving,4,0,57,41-60
20252509,2025-06-11,23:37,"Hazratganj, Lucknow",26.832419,80.961075,North,Tractor,Clear,City Road,Darkness (Lit),Minor,Over-speeding,1,0,23,<26
20252510,2025-01-28,08:23,"Marine Drive, Kochi",9.967202,76.288062,South,Car,Clear,Residential Street,Daylight,Minor,Brake failure,1,0,45,41-60
20252511,2025-01-11,20:52,"Marine Drive, Kochi",9.988308,76.271446,South,Tractor,Clear,Residential Street,Darkness (Unlit),Minor,Over-speeding,4,0,46,41-60
20252512,2025-01-31,17:43,"Raja Park, Jaipur",26.887854,75.824301,North,Car,Cloudy,City Road,Daylight,Major,Tire burst,6,0,45,41-60
20252513,2025-05-30,08:05,"Hitech City, Hyderabad",17.456921,78.366501,South,Car,Heatwave,Rural Road,Daylight,Major,Bad lighting,1,0,52,41-60
20252514,2025-01-17,15:58,"Anna Salai, Chennai",13.072686,80.244998,South,Bus,Foggy,State Highway,Daylight,Major,Wrong-side driving,8,0,23,<26
20252515,2025-04-15,15:33,"Palm Beach Road, Navi Mumbai",19.007111,73.028331,West,Motorcycle,Cloudy,State Highway,Daylight,Major,Lane changing without signal,2,0,18,<26
20252516,2025-04-07,17:55,"NH-48 Highway, Delhi-Mumbai",22.363098,72.927635,West,Car,Clear,Residential Street,Daylight,Major,Bad lighting,6,0,40,26-40
20252517,2025-08-28,16:49,"Sayajigunj, Vadodara",22.315703,73.186042,West,Car,Stormy,City Road,Daylight,Major,Pedestrian error,2,0,34,26-40
20252518,2025-11-14,11:19,"Howrah Bridge Road, Kolkata",22.592352,88.345404,East,Car,Cloudy,National Highway,Daylight,Major,Vehicle malfunction,5,0,18,<26
20252519,2025-02-28,19:54,"Mall Road, Shimla",31.111913,77.173713,North,Car,Clear,City Road,Twilight,Fatal,Lane changing without signal,6,1,18,<26
20252520,2025-11-01,20:22,"Main Guard Gate, Trichy",10.83144,78.703598,South,Scooter,Clear,State Highway,Darkness (Lit),Major,Lane changing without signal,3,0,31,26-40
20252521,2025-08-17,14:21,"Fatehpur Sikri Road, Agra",27.089511,77.683791,North,Truck,Stormy,State Highway,Daylight,Fatal,Distracted driving,5,6,44,41-60
20252522,2025-08-18,08:18,"Palm Beach Road, Navi Mumbai",19.020204,73.027743,West,Motorcycle,Rainy,National Highway,Daylight,Minor,Wrong-side driving,2,0,29,26-40
20252523,2025-07-06,15:18,"Arera Colony, Bhopal",23.243164,77.436476,Central,Auto-rickshaw,Rainy,State Highway,Daylight,Minor,Vehicle malfunction,3,0,30,26-40
20252524,2025-10-16,12:26,"Hitech City, Hyderabad",17.453864,78.365822,South,Motorcycle,Clear,State Highway,Daylight,Fatal,Over-speeding,8,4,28,26-40
20252525,2025-08-17,10:46,"Connaught Place, Delhi",28.627768,77.205418,North,Car,Foggy,National Highway,Daylight,Major,Over-speeding,6,0,47,41-60
20252526,2025-07-08,20:44,"Bibvewadi, Pune",18.469959,73.856197,West,SUV,Rainy,National Highway,Darkness (Lit),Major,Brake failure,4,0,41,41-60
20252527,2025-06-30,12:21,"Zion Hill, Kodaikanal",10.250809,77.498243,South,Scooter,Rainy,City Road,Daylight,Major,Vehicle malfunction,8,0,31,26-40
20252528,2025-09-18,05:52,"Vartak Nagar, Thane",19.213984,72.963333,West,Lorry,Rainy,National Highway,Twilight,Minor,Wrong-side driving,0,0,28,26-40
20252529,2025-05-31,09:30,"Banjara Hills, Hyderabad",17.408317,78.429889,South,Motorcycle,Clear,National Highway,Daylight,Major,Distracted driving,4,0,18,<26
20252530,2025-11-12,16:15,"Park Street, Kolkata",22.558047,88.348807,East,Bus,Windy,Rural Road,Daylight,Minor,Bad lighting,0,0,29,26-40
20252531,2025-02-15,03:23,"Rajpath, Delhi",28.616256,77.212017,North,Car,Clear,State Highway,Darkness (Lit),Major,Drunk driving,4,0,36,26-40
20252532,2025-10-20,14:31,"Golden Temple Road, Amritsar",31.606277,74.888789,North,Truck,Cloudy,City Road,Daylight,Minor,Animal crossing,0,0,19,<26
20252533,2025-10-14,15:13,"Sayajigunj, Vadodara",22.301115,73.194778,West,Motorcycle,Clear,Rural Road,Daylight,Minor,Animal crossing,1,0,25,<26
20252534,2025-03-11,17:34,"Chandni Chowk, Delhi",28.653969,77.235981,North,Car,Clear,Rural Road,Daylight,Major,Road rage,5,0,28,26-40
20252535,2025-07-31,11:54,"Connaught Place, Delhi",28.62423,77.221147,North,Car,Rainy,National Highway,Daylight,Minor,Wrong-side driving,3,0,39,26-40
20252536,2025-11-30,11:05,"Bandra West, Mumbai",19.065392,72.828731,West,Auto-rickshaw,Clear,City Road,Daylight,Major,Poor road condition,8,0,54,41-60
20252537,2025-06-06,20:16,"S.G. Highway, Ahmedabad",23.031963,72.562917,West,Auto-rickshaw,Rainy,State Highway,Darkness (Lit),Minor,Drunk driving,3,0,35,26-40
20252538,2025-11-11,10:09,"Bibvewadi, Pune",18.475266,73.876918,West,Auto-rickshaw,Cloudy,Residential Street,Daylight,Major,Brake failure,7,0,44,41-60
20252539,2025-12-08,23:33,"Park Street, Kolkata",22.566762,88.339852,East,Lorry,Clear,National Highway,Darkness (Unlit),Major,Over-speeding,3,0,31,26-40
20252540,2025-01-27,09:13,"Chandni Chowk, Delhi",28.659579,77.23174,North,Motorcycle,Windy,City Road,Daylight,Major,Signal violation,7,0,24,<26
20252541,2025-06-04,16:33,"Mall Road, Shimla",31.104673,77.165738,North,Scooter,Foggy,State Highway,Daylight,Minor,Drunk driving,2,0,22,<26
20252542,2025-07-24,16:42,"Zion Hill, Kodaikanal",10.24787,77.488011,South,Motorcycle,Rainy,National Highway,Daylight,Fatal,Drunk driving,12,2,18,<26
20252543,2025-07-22,16:30,"Kothrud, Pune",18.50513,73.811874,West,Scooter,Rainy,Residential Street,Daylight,Major,Pedestrian error,1,0,41,41-60
20252544,2025-07-01,09:16,"Howrah Bridge Road, Kolkata",22.575427,88.333644,East,Car,Windy,City Road,Daylight,Major,Animal crossing,2,1,57,41-60
20252545,2025-03-12,05:20,"Banjara Hills, Hyderabad",17.416147,78.422781,South,Tractor,Clear,Residential Street,Twilight,Minor,Over-speeding,3,0,34,26-40
20252546,2025-04-25,11:54,"Arera Colony, Bhopal",23.227785,77.435703,Central,Truck,Heatwave,Residential Street,Daylight,Minor,Poor road condition,4,0,41,41-60
20252547,2025-09-01,19:26,Rishikesh-Haridwar Highway,30.081653,78.281685,North,Motorcycle,Rainy,City Road,Twilight,Major,Tailgating,4,0,28,26-40
20252548,2025-09-16,16:04,"Palm Beach Road, Navi Mumbai",19.027304,73.004697,West,Motorcycle,Clear,National Highway,Daylight,Major,Over-speeding,5,0,26,26-40
20252549,2025-07-28,12:38,"Connaught Place, Delhi",28.626513,77.205681,North,Car,Rainy,City Road,Daylight,Major,Road rage,2,0,43,41-60
20252550,2025-09-15,18:02,"Fatehpur Sikri Road, Agra",27.104365,77.658887,North,Motorcycle,Rainy,City Road,Twilight,Major,Tire burst,1,0,42,41-60
20252551,2025-01-06,15:09,"NH-48 Highway, Delhi-Mumbai",22.353262,72.935893,West,Motorcycle,Clear,Residential Street,Daylight,Major,Animal crossing,8,0,27,26-40
20252552,2025-05-06,07:08,"Sector 17, Chandigarh",30.73496,76.791695,North,Car,Clear,City Road,Daylight,Major,Drunk driving,4,0,34,26-40
20252553,2025-07-31,21:21,"Civil Lines, Nagpur",21.131465,79.096085,Central,Motorcycle,Rainy,State Highway,Darkness (Lit),Minor,Tire burst,1,0,18,<26
20252554,2025-01-30,08:46,"Mall Road, Shimla",31.093182,77.158631,North,Scooter,Cloudy,Rural Road,Daylight,Minor,Road rage,0,0,35,26-40
20252555,2025-08-07,15:20,"Raja Park, Jaipur",26.910308,75.842578,North,Tractor,Clear,City Road,Daylight,Minor,Brake failure,4,0,40,26-40
20252556,2025-05-04,12:50,"Sabarmati Road, Ahmedabad",23.06053,72.572089,West,Truck,Clear,City Road,Daylight,Major,Tire burst,5,0,45,41-60
20252557,2025-12-25,11:05,"Salt Lake City, Kolkata",22.581725,88.427331,East,SUV,Clear,National Highway,Daylight,Minor,Lane changing without signal,1,0,47,41-60
20252558,2025-07-22,16:26,"Palm Beach Road, Navi Mumbai",19.01845,73.01343,West,Scooter,Rainy,National Highway,Daylight,Minor,Over-speeding,2,0,27,26-40
20252559,2025-02-05,18:41,"Park Street, Kolkata",22.54769,88.345343,East,Motorcycle,Foggy,National Highway,Twilight,Fatal,Distracted driving,7,3,25,<26
20252560,2025-08-02,09:15,"MG Road, Bangalore",12.966071,77.60086,South,Motorcycle,Rainy,City Road,Daylight,Fatal,Drunk driving,9,3,20,<26
20252561,2025-03-03,13:16,"Chandni Chowk, Delhi",28.658525,77.228469,North,Truck,Clear,Rural Road,Daylight,Minor,Over-speeding,2,0,32,26-40
20252562,2025-04-05,12:44,"Vartak Nagar, Thane",19.208389,72.990056,West,Auto-rickshaw,Clear,State Highway,Daylight,Minor,Overloading,3,0,40,26-40
20252563,2025-02-17,14:53,"M.G. Road, Indore",22.715823,75.858576,Central,Motorcycle,Clear,City Road,Daylight,Minor,Tire burst,3,0,31,26-40
20252564,2025-12-19,17:15,"Connaught Place, Delhi",28.639404,77.203776,North,Car,Rainy,City Road,Daylight,Minor,Signal violation,4,0,35,26-40
20252565,2025-10-08,09:45,"Kothrud, Pune",18.494609,73.810366,West,Lorry,Clear,City Road,Daylight,Minor,Over-speeding,2,0,37,26-40
20252566,2025-06-29,16:51,"Bibvewadi, Pune",18.47278,73.882883,West,Motorcycle,Clear,City Road,Daylight,Minor,Vehicle malfunction,2,0,23,<26
20252567,2025-08-28,02:31,"S.G. Highway, Ahmedabad",23.03345,72.556601,West,Motorcycle,Rainy,National Highway,Darkness (Lit),Major,Distracted driving,3,0,18,<26
20252568,2025-07-30,02:08,"Bibvewadi, Pune",18.483629,73.876729,West,Auto-rickshaw,Clear,City Road,Darkness (Lit),Fatal,Over-speeding,10,2,27,26-40
20252569,2025-08-12,18:37,"Kothrud, Pune",18.49444,73.80105,West,Bus,Cloudy,National Highway,Twilight,Fatal,Wrong-side driving,4,2,25,<26
20252570,2025-03-28,15:22,"Hitech City, Hyderabad",17.448509,78.378016,South,Motorcycle,Clear,City Road,Daylight,Major,Drunk driving,8,0,26,26-40
20252571,2025-07-17,14:56,"FC Road, Pune",18.513655,73.835976,West,Truck,Foggy,City Road,Daylight,Major,Brake failure,1,1,21,<26
20252572,2025-11-01,12:44,"MVP Colony, Visakhapatnam",17.717775,83.343915,South,Auto-rickshaw,Clear,City Road,Daylight,Minor,Wrong-side driving,2,0,43,41-60
20252573,2025-07-25,09:59,"Chenab Bridge Approach, J&K",33.160017,74.846313,North,Truck,Foggy,City Road,Daylight,Minor,Poor road condition,0,0,32,26-40
20252574,2025-08-28,17:56,"Chenab Bridge Approach, J&K",33.150748,74.837469,North,Car,Rainy,City Road,Daylight,Minor,Wrong-side driving,3,0,38,26-40
20252575,2025-05-15,14:18,"Race Course, Coimbatore",11.015334,76.947963,South,Van,Clear,City Road,Daylight,Minor,Overloading,2,0,39,26-40
20252576,2025-07-17,15:37,"Boring Road, Patna",25.619552,85.105323,East,Car,Clear,National Highway,Daylight,Major,Over-speeding,5,0,46,41-60
20252577,2025-10-23,08:24,"Race Course, Coimbatore",11.005158,76.943471,South,Motorcycle,Clear,National Highway,Daylight,Major,Drunk driving,4,0,26,26-40
20252578,2025-10-13,09:20,"Kothrud, Pune",18.504199,73.796678,West,Auto-rickshaw,Rainy,City Road,Daylight,Major,Pedestrian error,6,0,53,41-60
20252579,2025-12-20,08:08,"Bistupur, Jamshedpur",22.809866,86.211167,East,Scooter,Clear,City Road,Daylight,Major,Wrong-side driving,3,0,32,26-40
20252580,2025-05-29,17:07,"Sector 17, Chandigarh",30.733423,76.796907,North,Auto-rickshaw,Clear,State Highway,Daylight,Major,Signal violation,7,0,25,<26
20252581,2025-01-05,17:36,"Kothrud, Pune",18.500707,73.814337,West,Bicycle,Clear,Rural Road,Daylight,Major,Drunk driving,8,0,24,<26
20252582,2025-10-16,07:19,"Hazratganj, Lucknow",26.833925,80.934966,North,Motorcycle,Clear,State Highway,Daylight,Major,Drunk driving,2,0,26,26-40
20252583,2025-06-19,14:02,"Golden Temple Road, Amritsar",31.609222,74.890561,North,Car,Rainy,City Road,Daylight,Minor,Vehicle malfunction,2,0,27,26-40
20252584,2025-08-02,09:39,"Howrah Bridge Road, Kolkata",22.576012,88.349099,East,Motorcycle,Rainy,Rural Road,Daylight,Minor,Animal crossing,4,0,28,26-40
20252585,2025-10-02,11:01,"Indiranagar 100ft Road, Bangalore",12.974079,77.634368,South,Auto-rickshaw,Clear,Residential Street,Daylight,Minor,Tailgating,0,0,39,26-40
20252586,2025-06-03,08:31,"Victoria Memorial Area, Kolkata",22.55226,88.341818,East,Truck,Rainy,Rural Road,Daylight,Major,Distracted driving,1,0,33,26-40
20252587,2025-09-26,17:32,"M.G. Road, Indore",22.730919,75.861149,Central,Truck,Stormy,City Road,Daylight,Minor,Vehicle malfunction,4,0,38,26-40
20252588,2025-06-14,09:19,"Civil Lines, Nagpur",21.157432,79.075527,Central,Car,Rainy,National Highway,Daylight,Major,Over-speeding,7,0,51,41-60
20252589,2025-02-17,19:53,"Salt Lake City, Kolkata",22.580389,88.430791,East,Truck,Clear,State Highway,Twilight,Minor,Tire burst,2,0,31,26-40
20252590,2025-04-02,21:53,"Chandni Chowk, Delhi",28.65525,77.22252,North,Motorcycle,Cloudy,National Highway,Darkness (Lit),Fatal,Distracted driving,2,4,28,26-40
20252591,2025-05-07,16:14,"Charminar Area, Hyderabad",17.358148,78.487092,South,Scooter,Windy,Residential Street,Daylight,Minor,Tailgating,0,0,25,<26
20252592,2025-01-26,17:15,"MVP Colony, Visakhapatnam",17.712965,83.343758,South,Car,Clear,Rural Road,Daylight,Minor,Wrong-side driving,2,0,34,26-40
20252593,2025-03-10,06:40,"Rajpath, Delhi",28.621844,77.216306,North,Car,Clear,State Highway,Daylight,Major,Over-speeding,2,0,53,41-60
20252594,2025-08-12,09:53,"Banjara Hills, Hyderabad",17.413063,78.448628,South,Motorcycle,Clear,State Highway,Daylight,Major,Over-speeding,1,0,28,26-40
20252595,2025-06-24,21:38,"Park Street, Kolkata",22.547862,88.349133,East,Auto-rickshaw,Rainy,National Highway,Darkness (Lit),Major,Over-speeding,8,0,20,<26
20252596,2025-04-01,17:19,"Golden Temple Road, Amritsar",31.610348,74.864069,North,Bus,Clear,City Road,Daylight,Major,Lane changing without signal,5,0,30,26-40
20252597,2025-05-29,08:00,"Rajpath, Delhi",28.602223,77.218567,North,Scooter,Cloudy,City Road,Daylight,Minor,Vehicle malfunction,2,0,31,26-40
20252598,2025-03-20,00:07,"Marine Drive, Kochi",9.985624,76.261616,South,Motorcycle,Cloudy,National Highway,Darkness (Lit),Major,Wrong-side driving,7,0,19,<26
20252599,2025-11-16,10:04,"Gomti Nagar, Lucknow",26.867974,80.993301,North,Scooter,Foggy,State Highway,Daylight,Minor,Drunk driving,2,0,44,41-60
20252600,2025-08-02,11:17,"Gomti Nagar, Lucknow",26.870878,80.983113,North,SUV,Rainy,Rural Road,Daylight,Minor,Wrong-side driving,0,0,28,26-40
20252601,2025-02-18,07:03,"Sayajigunj, Vadodara",22.301639,73.170322,West,Car,Clear,Rural Road,Daylight,Minor,Poor road condition,1,0,34,26-40
20252602,2025-01-07,17:09,"Chenab Bridge Approach, J&K",33.161302,74.845934,North,Motorcycle,Cloudy,City Road,Daylight,Minor,Signal violation,1,0,35,26-40
20252603,2025-01-06,23:20,"Gateway Area, Mumbai",18.935119,72.848726,West,Van,Clear,City Road,Darkness (Lit),Minor,Drunk driving,0,0,35,26-40
20252604,2025-04-12,16:40,"Hitech City, Hyderabad",17.44832,78.384839,South,Motorcycle,Cloudy,Rural Road,Daylight,Minor,Brake failure,2,0,29,26-40
20252605,2025-01-27,21:44,"Race Course, Coimbatore",11.016404,76.944823,South,Car,Foggy,National Highway,Darkness (Lit),Fatal,Poor road condition,4,6,58,41-60
20252606,2025-02-07,01:43,"Rajpath, Delhi",28.61765,77.219988,North,Tractor,Clear,Rural Road,Darkness (Unlit),Major,Distracted driving,6,0,42,41-60
20252607,2025-02-03,14:51,"Hitech City, Hyderabad",17.458164,78.380078,South,Car,Clear,Residential Street,Daylight,Minor,Road rage,1,0,28,26-40
20252608,2025-04-05,09:42,"FC Road, Pune",18.534648,73.830978,West,Scooter,Clear,Residential Street,Daylight,Minor,Vehicle malfunction,1,0,22,<26
20252609,2025-08-24,15:27,"Sayajigunj, Vadodara",22.29284,73.192739,West,Auto-rickshaw,Clear,National Highway,Daylight,Major,Overloading,8,0,39,26-40
20252610,2025-11-05,12:15,"Park Street, Kolkata",22.562619,88.357964,East,Truck,Clear,City Road,Daylight,Major,Vehicle malfunction,5,0,52,41-60
20252611,2025-01-30,12:52,"Boring Road, Patna",25.626502,85.1299,East,Car,Clear,National Highway,Daylight,Minor,Distracted driving,2,0,21,<26
20252612,2025-11-09,16:58,"Indiranagar 100ft Road, Bangalore",12.962835,77.636595,South,Motorcycle,Clear,Residential Street,Daylight,Minor,Distracted driving,1,0,21,<26
20252613,2025-10-07,20:51,"Mall Road, Shimla",31.117159,77.169152,North,Truck,Cloudy,City Road,Darkness (Unlit),Minor,Tailgating,1,0,50,41-60
20252614,2025-06-22,07:52,"Sabarmati Road, Ahmedabad",23.064539,72.587475,West,Truck,Rainy,National Highway,Daylight,Major,Signal violation,6,0,28,26-40
20252615,2025-12-27,20:06,"Connaught Place, Delhi",28.6344,77.216637,North,Motorcycle,Foggy,Residential Street,Darkness (Unlit),Major,Road rage,6,0,41,41-60
20252616,2025-01-16,09:31,"Gateway Area, Mumbai",18.921899,72.847347,West,Car,Clear,National Highway,Daylight,Major,Lane changing without signal,8,1,39,26-40
